Vehicle_ID,Vehicle_Model,Manufacturer,Manufacturing_Year,Battery_Capacity,Battery_State_of_Health,Charging_Start_Time,Charging_End_Time,Charging_Duration,Charging_Station,Charging_Type,Temperature,Energy_Consumed,Distance_Travelled,Charging_Cost,Fleet_ID,Location,Charging_Status,Maintenance_Status,Driver_ID,Weather,Battery_Temperature,Distance_Travelled_km,Efficiency_kWh_100km,Degradation_Status
EV4607,MG Comet EV,MG,2023,17,94.8,2038-08-19 19:00:00,2038-08-19 19:41:00,0.68,Mysore Station 1,Normal,37,11.5,349.0,138,City EV,Mysore,Completed,Good,D4607,Cloudy,22.5,76.0,26.32,Healthy
EV4608,MG ZS EV,MG,2023,50,91.2,2038-08-20 21:45:00,2038-08-20 22:41:00,0.93,Mysore Station 2,Normal,34,15.8,216.0,189.6,Eco Drive,Mysore,Completed,Good,D4608,Cloudy,22.5,76.0,26.32,Healthy
EV4609,Tata Curvv EV,Tata,2023,55,93.5,2038-08-21 14:30:00,2038-08-21 16:36:00,2.1,Belagavi Station 1,Normal,34,37.6,246.0,451.2,Eco Drive,Belagavi,Completed,Good,D4609,Rainy,22.5,76.0,26.32,Healthy
EV4610,Mahindra XUV400,Mahindra,2023,39,91.2,2038-08-22 14:15:00,2038-08-22 14:43:00,0.47,Bangalore Station 1,Normal,31,8.1,67.0,97.2,City EV,Bangalore,Completed,Good,D4610,Sunny,22.5,76.0,26.32,Healthy
EV4611,Hyundai Kona EV,Hyundai,2023,39,94.1,2038-08-23 16:00:00,2038-08-23 16:10:00,0.17,Mysore Station 1,Fast,29,13.3,326.0,159.6,Premium Fleet,Mysore,Completed,Good,D4611,Sunny,22.5,76.0,26.32,Healthy
EV4612,Tata Curvv EV,Tata,2023,55,95.3,2038-08-24 21:30:00,2038-08-24 22:19:00,0.82,Belagavi Station 2,Fast,36,38.1,257.0,457.2,Premium Fleet,Belagavi,Completed,Good,D4612,Rainy,22.5,76.0,26.32,Healthy
EV4613,Tata Nexon EV,Tata,2023,40,95.0,2038-08-25 06:30:00,2038-08-25 07:02:00,0.53,Mysore Station 2,Fast,34,28.5,191.0,342,City EV,Mysore,Completed,Good,D4613,Rainy,22.5,76.0,26.32,Healthy
EV4614,Tata Nexon EV,Tata,2023,40,93.9,2038-08-26 09:15:00,2038-08-26 09:49:00,0.57,Bangalore Station 2,Fast,31,23.4,92.0,280.8,Premium Fleet,Bangalore,Completed,Good,D4614,Rainy,22.5,76.0,26.32,Healthy
EV4615,MG ZS EV,MG,2023,50,92.4,2038-08-27 11:15:00,2038-08-27 13:20:00,2.08,Belagavi Station 1,Normal,32,35.8,297.0,429.6,Green Mobility,Belagavi,Completed,Good,D4615,Sunny,22.5,76.0,26.32,Healthy
EV4616,BYD Seal,BYD,2023,82,93.6,2038-08-28 11:30:00,2038-08-28 14:21:00,2.85,Hubli Station 2,Normal,37,49.8,267.0,597.6,EV Fleet India,Hubli,Completed,Good,D4616,Cloudy,22.5,76.0,26.32,Healthy
EV4617,Tata Nexon EV,Tata,2023,40,93.5,2038-08-29 02:30:00,2038-08-29 03:16:00,0.77,Mangalore Station 2,Fast,36,32.8,202.0,393.6,City EV,Mangalore,Completed,Good,D4617,Sunny,22.5,76.0,26.32,Healthy
EV4618,Mahindra XUV400,Mahindra,2023,39,96.0,2038-08-30 23:45:00,2038-08-31 00:31:00,0.77,Belagavi Station 2,Normal,36,14.5,320.0,174,EV Fleet India,Belagavi,Completed,Good,D4618,Cloudy,22.5,76.0,26.32,Healthy
EV4619,BYD Atto 3,BYD,2023,60,95.4,2038-08-31 01:00:00,2038-08-31 01:42:00,0.7,Bangalore Station 1,Fast,38,32.4,319.0,388.8,EV Fleet India,Bangalore,Completed,Good,D4619,Sunny,22.5,76.0,26.32,Healthy
EV4620,Mahindra XUV400,Mahindra,2023,39,95.7,2038-09-01 15:45:00,2038-09-01 16:10:00,0.42,Mangalore Station 1,Fast,33,19.0,73.0,228,Premium Fleet,Mangalore,Completed,Good,D4620,Rainy,22.5,76.0,26.32,Healthy
EV4621,MG ZS EV,MG,2023,50,92.8,2038-09-02 16:30:00,2038-09-02 17:04:00,0.57,Mangalore Station 1,Fast,30,21.8,296.0,261.60000000000002,Green Mobility,Mangalore,Completed,Good,D4621,Rainy,22.5,76.0,26.32,Healthy
EV4622,Kia EV6,Kia,2023,77,91.7,2038-09-03 21:45:00,2038-09-03 22:35:00,0.83,Bangalore Station 1,Fast,31,42.8,210.0,513.6,Premium Fleet,Bangalore,Completed,Good,D4622,Rainy,22.5,76.0,26.32,Healthy
EV4623,Kia EV6,Kia,2023,77,94.5,2038-09-04 09:15:00,2038-09-04 09:57:00,0.7,Hubli Station 1,Fast,27,33.8,128.0,405.6,City EV,Hubli,Completed,Good,D4623,Cloudy,22.5,76.0,26.32,Healthy
EV4624,Kia EV6,Kia,2023,77,92.2,2038-09-05 03:00:00,2038-09-05 03:37:00,0.62,Mangalore Station 2,Fast,37,30.3,214.0,363.6,Green Mobility,Mangalore,Completed,Good,D4624,Sunny,22.5,76.0,26.32,Healthy
EV4625,MG ZS EV,MG,2023,50,91.4,2038-09-06 13:30:00,2038-09-06 14:09:00,0.65,Mangalore Station 2,Fast,37,32.4,196.0,388.8,Eco Drive,Mangalore,Completed,Good,D4625,Cloudy,22.5,76.0,26.32,Healthy
EV4626,Mahindra XUV400,Mahindra,2023,39,94.0,2038-09-07 22:45:00,2038-09-07 23:02:00,0.28,Bangalore Station 1,Fast,33,10.5,72.0,126,Green Mobility,Bangalore,Completed,Good,D4626,Rainy,22.5,76.0,26.32,Healthy
EV4627,MG Comet EV,MG,2023,17,93.9,2038-09-08 03:45:00,2038-09-08 04:03:00,0.3,Bangalore Station 2,Fast,32,13.4,304.0,160.80000000000001,Eco Drive,Bangalore,Completed,Good,D4627,Sunny,22.5,76.0,26.32,Healthy
EV4628,Mahindra XUV400,Mahindra,2023,39,90.8,2038-09-09 22:45:00,2038-09-09 23:54:00,1.15,Hubli Station 1,Normal,37,20.4,108.0,244.8,Premium Fleet,Hubli,Completed,Good,D4628,Rainy,22.5,76.0,26.32,Healthy
EV4629,Mahindra XUV400,Mahindra,2023,39,95.8,2038-09-10 20:00:00,2038-09-10 20:55:00,0.92,Mysore Station 2,Normal,35,18.1,196.0,217.2,Green Mobility,Mysore,Completed,Good,D4629,Cloudy,22.5,76.0,26.32,Healthy
EV4630,MG ZS EV,MG,2023,50,94.5,2038-09-11 18:30:00,2038-09-11 19:14:00,0.73,Mysore Station 1,Fast,33,30.7,150.0,368.4,EV Fleet India,Mysore,Completed,Good,D4630,Rainy,22.5,76.0,26.32,Healthy
EV4631,Hyundai Kona EV,Hyundai,2023,39,92.8,2038-09-12 21:45:00,2038-09-12 22:37:00,0.87,Mysore Station 1,Normal,39,17.3,275.0,207.6,EV Fleet India,Mysore,Completed,Good,D4631,Sunny,22.5,76.0,26.32,Healthy
EV4632,MG ZS EV,MG,2023,50,96.0,2038-09-13 06:15:00,2038-09-13 08:09:00,1.9,Hubli Station 2,Normal,30,35.0,79.0,420,EV Fleet India,Hubli,Completed,Good,D4632,Sunny,22.5,76.0,26.32,Healthy
EV4633,Tata Curvv EV,Tata,2023,55,93.2,2038-09-14 02:30:00,2038-09-14 04:15:00,1.75,Mangalore Station 2,Normal,35,31.9,191.0,382.8,EV Fleet India,Mangalore,Completed,Good,D4633,Sunny,22.5,76.0,26.32,Healthy
EV4634,Mahindra XUV400,Mahindra,2023,39,95.2,2038-09-15 05:00:00,2038-09-15 05:20:00,0.33,Bangalore Station 2,Fast,32,12.0,299.0,144,Premium Fleet,Bangalore,Completed,Good,D4634,Cloudy,22.5,76.0,26.32,Healthy
EV4635,BYD Atto 3,BYD,2023,60,92.0,2038-09-16 17:00:00,2038-09-16 17:35:00,0.58,Hubli Station 2,Fast,27,30.7,228.0,368.4,Eco Drive,Hubli,Completed,Good,D4635,Rainy,22.5,76.0,26.32,Healthy
EV4636,Mahindra XUV400,Mahindra,2023,39,91.0,2038-09-17 22:30:00,2038-09-17 23:02:00,0.53,Mysore Station 1,Fast,33,23.3,197.0,279.60000000000002,City EV,Mysore,Completed,Good,D4636,Cloudy,22.5,76.0,26.32,Healthy
EV4637,Hyundai Kona EV,Hyundai,2023,39,93.8,2038-09-18 11:15:00,2038-09-18 11:39:00,0.4,Mangalore Station 1,Fast,35,14.0,249.0,168,Green Mobility,Mangalore,Completed,Good,D4637,Cloudy,22.5,76.0,26.32,Healthy
EV4638,Kia EV6,Kia,2023,77,95.5,2038-09-19 02:00:00,2038-09-19 02:54:00,0.9,Belagavi Station 2,Fast,39,49.9,271.0,598.79999999999995,City EV,Belagavi,Completed,Good,D4638,Sunny,22.5,76.0,26.32,Healthy
EV4639,MG ZS EV,MG,2023,50,92.9,2038-09-20 20:45:00,2038-09-20 21:32:00,0.78,Hubli Station 1,Normal,34,15.0,112.0,180,Premium Fleet,Hubli,Completed,Good,D4639,Rainy,22.5,76.0,26.32,Healthy
EV4640,Tata Punch EV,Tata,2023,35,91.7,2038-09-21 23:00:00,2038-09-21 23:28:00,0.47,Bangalore Station 2,Fast,38,17.8,79.0,213.6,City EV,Bangalore,Completed,Good,D4640,Cloudy,22.5,76.0,26.32,Healthy
EV4641,BYD Atto 3,BYD,2023,60,95.3,2038-09-22 12:45:00,2038-09-22 13:29:00,0.73,Mangalore Station 2,Fast,35,34.1,208.0,409.2,Premium Fleet,Mangalore,Completed,Good,D4641,Rainy,22.5,76.0,26.32,Healthy
EV4642,Kia EV6,Kia,2023,77,91.0,2038-09-23 08:15:00,2038-09-23 09:55:00,1.67,Belagavi Station 1,Normal,27,30.3,99.0,363.6,EV Fleet India,Belagavi,Completed,Good,D4642,Cloudy,22.5,76.0,26.32,Healthy
EV4643,Tata Punch EV,Tata,2023,35,90.7,2038-09-24 01:45:00,2038-09-24 02:12:00,0.45,Bangalore Station 1,Fast,31,20.6,321.0,247.2,Premium Fleet,Bangalore,Completed,Good,D4643,Rainy,22.5,76.0,26.32,Healthy
EV4644,Kia EV6,Kia,2023,77,94.6,2038-09-25 11:45:00,2038-09-25 13:19:00,1.57,Mangalore Station 1,Normal,39,26.0,183.0,312,Premium Fleet,Mangalore,Completed,Good,D4644,Cloudy,22.5,76.0,26.32,Healthy
EV4645,MG ZS EV,MG,2023,50,91.6,2038-09-26 23:15:00,2038-09-27 01:20:00,2.08,Hubli Station 1,Normal,33,39.1,143.0,469.2,City EV,Hubli,Completed,Good,D4645,Sunny,22.5,76.0,26.32,Healthy
EV4646,MG ZS EV,MG,2023,50,95.7,2038-09-27 12:30:00,2038-09-27 13:15:00,0.75,Mangalore Station 2,Fast,36,38.4,144.0,460.8,EV Fleet India,Mangalore,Completed,Good,D4646,Sunny,22.5,76.0,26.32,Healthy
EV4647,BYD Seal,BYD,2023,82,93.3,2038-09-28 10:45:00,2038-09-28 11:09:00,0.4,Hubli Station 2,Fast,34,21.1,223.0,253.2,EV Fleet India,Hubli,Completed,Good,D4647,Sunny,22.5,76.0,26.32,Healthy
EV4648,Tata Curvv EV,Tata,2023,55,93.3,2038-09-29 02:30:00,2038-09-29 05:01:00,2.52,Mangalore Station 2,Normal,35,43.5,300.0,522,Eco Drive,Mangalore,Completed,Good,D4648,Rainy,22.5,76.0,26.32,Healthy
EV4649,Mahindra XUV400,Mahindra,2023,39,92.7,2038-09-30 07:00:00,2038-09-30 07:11:00,0.18,Mangalore Station 1,Fast,36,12.7,161.0,152.4,Premium Fleet,Mangalore,Completed,Good,D4649,Rainy,22.5,76.0,26.32,Healthy
EV4650,Mahindra XUV400,Mahindra,2023,39,92.5,2038-10-01 05:30:00,2038-10-01 06:15:00,0.75,Bangalore Station 1,Normal,37,12.3,122.0,147.6,City EV,Bangalore,Completed,Good,D4650,Cloudy,22.5,76.0,26.32,Healthy
EV4651,MG Comet EV,MG,2023,17,95.5,2038-10-02 08:30:00,2038-10-02 08:43:00,0.22,Belagavi Station 2,Fast,35,6.4,210.0,76.8,Eco Drive,Belagavi,Completed,Good,D4651,Sunny,22.5,76.0,26.32,Healthy
EV4652,MG Comet EV,MG,2023,17,92.9,2038-10-03 01:45:00,2038-10-03 01:56:00,0.18,Belagavi Station 2,Fast,39,8.2,73.0,98.4,Premium Fleet,Belagavi,Completed,Good,D4652,Sunny,22.5,76.0,26.32,Healthy
EV4653,Tata Nexon EV,Tata,2023,40,94.2,2038-10-04 00:30:00,2038-10-04 01:06:00,0.6,Mangalore Station 1,Fast,36,25.1,293.0,301.2,Eco Drive,Mangalore,Completed,Good,D4653,Cloudy,22.5,76.0,26.32,Healthy
EV4654,Kia EV6,Kia,2023,77,93.0,2038-10-05 20:45:00,2038-10-05 21:15:00,0.5,Belagavi Station 2,Fast,38,18.4,96.0,220.8,Eco Drive,Belagavi,Completed,Good,D4654,Cloudy,22.5,76.0,26.32,Healthy
EV4655,BYD Atto 3,BYD,2023,60,92.7,2038-10-06 21:45:00,2038-10-06 22:47:00,1.03,Hubli Station 2,Fast,38,47.8,333.0,573.6,EV Fleet India,Hubli,Completed,Good,D4655,Rainy,22.5,76.0,26.32,Healthy
EV4656,Kia EV6,Kia,2023,77,96.2,2038-10-07 16:00:00,2038-10-07 17:06:00,1.1,Bangalore Station 1,Fast,35,49.9,197.0,598.79999999999995,EV Fleet India,Bangalore,Completed,Good,D4656,Rainy,22.5,76.0,26.32,Healthy
EV4657,MG ZS EV,MG,2023,50,90.7,2038-10-08 13:15:00,2038-10-08 13:34:00,0.32,Hubli Station 2,Fast,27,17.6,308.0,211.2,Green Mobility,Hubli,Completed,Good,D4657,Sunny,22.5,76.0,26.32,Healthy
EV4658,Hyundai Kona EV,Hyundai,2023,39,92.9,2038-10-09 07:30:00,2038-10-09 08:45:00,1.25,Belagavi Station 2,Normal,36,21.7,315.0,260.39999999999998,EV Fleet India,Belagavi,Completed,Good,D4658,Cloudy,22.5,76.0,26.32,Healthy
EV4659,Tata Curvv EV,Tata,2023,55,93.0,2038-10-10 08:00:00,2038-10-10 08:22:00,0.37,Mysore Station 1,Fast,30,17.5,337.0,210,Eco Drive,Mysore,Completed,Good,D4659,Cloudy,22.5,76.0,26.32,Healthy
EV4660,MG Comet EV,MG,2023,17,91.6,2038-10-11 11:15:00,2038-10-11 11:29:00,0.23,Belagavi Station 2,Fast,32,10.3,228.0,123.6,EV Fleet India,Belagavi,Completed,Good,D4660,Sunny,22.5,76.0,26.32,Healthy
EV4661,MG Comet EV,MG,2023,17,92.3,2038-10-12 06:15:00,2038-10-12 06:24:00,0.15,Hubli Station 1,Fast,35,8.5,125.0,102,Green Mobility,Hubli,Completed,Good,D4661,Cloudy,22.5,76.0,26.32,Healthy
EV4662,MG ZS EV,MG,2023,50,94.2,2038-10-13 17:45:00,2038-10-13 18:44:00,0.98,Mysore Station 2,Normal,28,17.4,322.0,208.8,Green Mobility,Mysore,Completed,Good,D4662,Cloudy,22.5,76.0,26.32,Healthy
EV4663,Tata Punch EV,Tata,2023,35,95.2,2038-10-14 07:45:00,2038-10-14 08:09:00,0.4,Hubli Station 2,Fast,30,20.9,260.0,250.8,Eco Drive,Hubli,Completed,Good,D4663,Rainy,22.5,76.0,26.32,Healthy
EV4664,MG Comet EV,MG,2023,17,90.6,2038-10-15 15:00:00,2038-10-15 15:13:00,0.22,Mangalore Station 2,Fast,29,13.8,243.0,165.6,Eco Drive,Mangalore,Completed,Good,D4664,Sunny,22.5,76.0,26.32,Healthy
EV4665,MG ZS EV,MG,2023,50,94.6,2038-10-16 10:15:00,2038-10-16 10:40:00,0.42,Hubli Station 2,Fast,36,16.6,234.0,199.2,Eco Drive,Hubli,Completed,Good,D4665,Sunny,22.5,76.0,26.32,Healthy
EV4666,Mahindra XUV400,Mahindra,2023,39,94.6,2038-10-17 06:15:00,2038-10-17 06:43:00,0.47,Mangalore Station 1,Fast,34,24.8,269.0,297.60000000000002,EV Fleet India,Mangalore,Completed,Good,D4666,Sunny,22.5,76.0,26.32,Healthy
EV4667,Tata Nexon EV,Tata,2023,40,92.7,2038-10-18 02:00:00,2038-10-18 02:52:00,0.87,Belagavi Station 1,Normal,37,16.9,219.0,202.8,EV Fleet India,Belagavi,Completed,Good,D4667,Sunny,22.5,76.0,26.32,Healthy
EV4668,Hyundai Kona EV,Hyundai,2023,39,93.9,2038-10-19 07:15:00,2038-10-19 08:26:00,1.18,Bangalore Station 1,Normal,38,21.0,100.0,252,EV Fleet India,Bangalore,Completed,Good,D4668,Cloudy,22.5,76.0,26.32,Healthy
EV4669,Tata Curvv EV,Tata,2023,55,94.2,2038-10-20 11:30:00,2038-10-20 12:25:00,0.92,Bangalore Station 2,Fast,36,39.7,234.0,476.4,Premium Fleet,Bangalore,Completed,Good,D4669,Rainy,22.5,76.0,26.32,Healthy
EV4670,Mahindra XUV400,Mahindra,2023,39,94.2,2038-10-21 03:30:00,2038-10-21 05:05:00,1.58,Hubli Station 1,Normal,35,28.4,212.0,340.8,Green Mobility,Hubli,Completed,Good,D4670,Sunny,22.5,76.0,26.32,Healthy
EV4671,Hyundai Kona EV,Hyundai,2023,39,91.0,2038-10-22 02:30:00,2038-10-22 03:51:00,1.35,Hubli Station 2,Normal,34,23.2,140.0,278.39999999999998,EV Fleet India,Hubli,Completed,Good,D4671,Sunny,22.5,76.0,26.32,Healthy
EV4672,BYD Atto 3,BYD,2023,60,95.3,2038-10-23 16:00:00,2038-10-23 16:32:00,0.53,Belagavi Station 1,Fast,33,23.5,125.0,282,City EV,Belagavi,Completed,Good,D4672,Rainy,22.5,76.0,26.32,Healthy
EV4673,Mahindra XUV400,Mahindra,2023,39,90.3,2038-10-24 05:15:00,2038-10-24 06:45:00,1.5,Mangalore Station 2,Normal,35,27.9,222.0,334.8,EV Fleet India,Mangalore,Completed,Good,D4673,Cloudy,22.5,76.0,26.32,Healthy
EV4674,MG Comet EV,MG,2023,17,94.6,2038-10-25 17:00:00,2038-10-25 17:10:00,0.17,Hubli Station 1,Fast,32,6.8,306.0,81.599999999999994,Green Mobility,Hubli,Completed,Good,D4674,Cloudy,22.5,76.0,26.32,Healthy
EV4675,Tata Punch EV,Tata,2023,35,94.2,2038-10-26 03:30:00,2038-10-26 03:51:00,0.35,Belagavi Station 2,Fast,34,14.1,344.0,169.2,Green Mobility,Belagavi,Completed,Good,D4675,Rainy,22.5,76.0,26.32,Healthy
EV4676,BYD Seal,BYD,2023,82,94.6,2038-10-27 11:30:00,2038-10-27 12:45:00,1.25,Hubli Station 2,Fast,38,56.5,325.0,678,EV Fleet India,Hubli,Completed,Good,D4676,Cloudy,22.5,76.0,26.32,Healthy
EV4677,Hyundai Kona EV,Hyundai,2023,39,90.8,2038-10-28 03:45:00,2038-10-28 05:00:00,1.25,Mangalore Station 1,Normal,28,24.0,214.0,288,Eco Drive,Mangalore,Completed,Good,D4677,Rainy,22.5,76.0,26.32,Healthy
EV4678,BYD Seal,BYD,2023,82,93.7,2038-10-29 19:45:00,2038-10-29 22:28:00,2.72,Belagavi Station 1,Normal,36,48.9,337.0,586.79999999999995,City EV,Belagavi,Completed,Good,D4678,Rainy,22.5,76.0,26.32,Healthy
EV4679,Mahindra XUV400,Mahindra,2023,39,95.2,2038-10-30 12:45:00,2038-10-30 13:15:00,0.5,Bangalore Station 2,Fast,30,26.7,297.0,320.39999999999998,EV Fleet India,Bangalore,Completed,Good,D4679,Rainy,22.5,76.0,26.32,Healthy
EV4680,BYD Seal,BYD,2023,82,90.4,2038-10-31 00:15:00,2038-10-31 01:06:00,0.85,Bangalore Station 1,Fast,39,37.2,153.0,446.4,Eco Drive,Bangalore,Completed,Good,D4680,Rainy,22.5,76.0,26.32,Healthy
EV4681,Hyundai Kona EV,Hyundai,2023,39,93.0,2038-11-01 00:15:00,2038-11-01 00:33:00,0.3,Mysore Station 1,Fast,31,14.3,111.0,171.6,EV Fleet India,Mysore,Completed,Good,D4681,Rainy,22.5,76.0,26.32,Healthy
EV4682,Tata Curvv EV,Tata,2023,55,92.0,2038-11-02 22:30:00,2038-11-02 23:58:00,1.47,Mysore Station 1,Normal,36,24.0,157.0,288,Eco Drive,Mysore,Completed,Good,D4682,Sunny,22.5,76.0,26.32,Healthy
EV4683,Tata Punch EV,Tata,2023,35,95.0,2038-11-03 04:30:00,2038-11-03 04:51:00,0.35,Mysore Station 2,Fast,32,22.4,215.0,268.8,City EV,Mysore,Completed,Good,D4683,Rainy,22.5,76.0,26.32,Healthy
EV4684,Mahindra XUV400,Mahindra,2023,39,93.7,2038-11-04 21:45:00,2038-11-04 22:54:00,1.15,Hubli Station 1,Normal,35,18.6,228.0,223.2,City EV,Hubli,Completed,Good,D4684,Rainy,22.5,76.0,26.32,Healthy
EV4685,BYD Seal,BYD,2023,82,90.6,2038-11-05 22:15:00,2038-11-05 23:41:00,1.43,Mangalore Station 2,Normal,35,24.8,146.0,297.60000000000002,Green Mobility,Mangalore,Completed,Good,D4685,Rainy,22.5,76.0,26.32,Healthy
EV4686,Tata Nexon EV,Tata,2023,40,94.9,2038-11-06 07:15:00,2038-11-06 08:13:00,0.97,Hubli Station 2,Normal,32,15.8,77.0,189.6,Green Mobility,Hubli,Completed,Good,D4686,Rainy,22.5,76.0,26.32,Healthy
EV4687,BYD Atto 3,BYD,2023,60,93.6,2038-11-07 22:30:00,2038-11-07 23:10:00,0.67,Belagavi Station 1,Fast,32,28.2,241.0,338.4,City EV,Belagavi,Completed,Good,D4687,Cloudy,22.5,76.0,26.32,Healthy
EV4688,Kia EV6,Kia,2023,77,90.5,2038-11-08 07:15:00,2038-11-08 08:03:00,0.8,Belagavi Station 1,Fast,34,34.3,119.0,411.6,Eco Drive,Belagavi,Completed,Good,D4688,Rainy,22.5,76.0,26.32,Healthy
EV4689,BYD Seal,BYD,2023,82,93.6,2038-11-09 08:00:00,2038-11-09 08:29:00,0.48,Mysore Station 1,Fast,37,25.4,294.0,304.8,City EV,Mysore,Completed,Good,D4689,Rainy,22.5,76.0,26.32,Healthy
EV4690,Tata Curvv EV,Tata,2023,55,93.6,2038-11-10 14:30:00,2038-11-10 14:50:00,0.33,Hubli Station 2,Fast,36,17.6,270.0,211.2,Green Mobility,Hubli,Completed,Good,D4690,Cloudy,22.5,76.0,26.32,Healthy
EV4691,BYD Atto 3,BYD,2023,60,95.9,2038-11-11 03:45:00,2038-11-11 04:34:00,0.82,Belagavi Station 1,Fast,36,42.0,231.0,504,Green Mobility,Belagavi,Completed,Good,D4691,Sunny,22.5,76.0,26.32,Healthy
EV4692,Tata Punch EV,Tata,2023,35,92.3,2038-11-12 08:00:00,2038-11-12 08:35:00,0.58,Mangalore Station 1,Fast,33,26.8,342.0,321.60000000000002,EV Fleet India,Mangalore,Completed,Good,D4692,Cloudy,22.5,76.0,26.32,Healthy
EV4693,Kia EV6,Kia,2023,77,94.2,2038-11-13 22:30:00,2038-11-13 23:49:00,1.32,Bangalore Station 1,Normal,30,23.6,178.0,283.2,Premium Fleet,Bangalore,Completed,Good,D4693,Rainy,22.5,76.0,26.32,Healthy
EV4694,BYD Seal,BYD,2023,82,91.9,2038-11-14 05:15:00,2038-11-14 05:43:00,0.47,Mysore Station 2,Fast,36,18.5,68.0,222,Premium Fleet,Mysore,Completed,Good,D4694,Sunny,22.5,76.0,26.32,Healthy
EV4695,Tata Curvv EV,Tata,2023,55,95.3,2038-11-15 15:00:00,2038-11-15 15:17:00,0.28,Mysore Station 1,Fast,37,18.0,260.0,216,Eco Drive,Mysore,Completed,Good,D4695,Rainy,22.5,76.0,26.32,Healthy
EV4696,Kia EV6,Kia,2023,77,93.4,2038-11-16 06:45:00,2038-11-16 08:46:00,2.02,Mangalore Station 1,Normal,35,34.0,114.0,408,Green Mobility,Mangalore,Completed,Good,D4696,Cloudy,22.5,76.0,26.32,Healthy
EV4697,BYD Atto 3,BYD,2023,60,91.2,2038-11-17 01:15:00,2038-11-17 02:16:00,1.02,Mangalore Station 1,Normal,31,19.1,241.0,229.2,EV Fleet India,Mangalore,Completed,Good,D4697,Rainy,22.5,76.0,26.32,Healthy
EV4698,BYD Atto 3,BYD,2023,60,93.4,2038-11-18 11:30:00,2038-11-18 12:41:00,1.18,Mysore Station 1,Normal,35,19.6,260.0,235.2,Eco Drive,Mysore,Completed,Good,D4698,Sunny,22.5,76.0,26.32,Healthy
EV4699,Kia EV6,Kia,2023,77,95.7,2038-11-19 17:00:00,2038-11-19 18:54:00,1.9,Bangalore Station 2,Normal,27,32.9,136.0,394.8,City EV,Bangalore,Completed,Good,D4699,Cloudy,22.5,76.0,26.32,Healthy
EV4700,Mahindra XUV400,Mahindra,2023,39,91.5,2038-11-20 09:15:00,2038-11-20 10:53:00,1.63,Bangalore Station 1,Normal,28,29.8,225.0,357.6,EV Fleet India,Bangalore,Completed,Good,D4700,Sunny,22.5,76.0,26.32,Healthy
EV4701,Mahindra XUV400,Mahindra,2023,39,95.9,2038-11-21 05:45:00,2038-11-21 06:10:00,0.42,Mangalore Station 1,Fast,27,24.1,312.0,289.2,City EV,Mangalore,Completed,Good,D4701,Rainy,22.5,76.0,26.32,Healthy
EV4702,Tata Punch EV,Tata,2023,35,94.5,2038-11-22 02:30:00,2038-11-22 03:46:00,1.27,Mysore Station 1,Normal,28,24.3,123.0,291.60000000000002,Eco Drive,Mysore,Completed,Good,D4702,Sunny,22.5,76.0,26.32,Healthy
EV4703,BYD Seal,BYD,2023,82,95.5,2038-11-23 18:30:00,2038-11-23 20:20:00,1.83,Bangalore Station 1,Normal,30,33.1,247.0,397.2,Premium Fleet,Bangalore,Completed,Good,D4703,Rainy,22.5,76.0,26.32,Healthy
EV4704,Tata Punch EV,Tata,2023,35,91.2,2038-11-24 04:00:00,2038-11-24 04:20:00,0.33,Mangalore Station 1,Fast,37,18.1,286.0,217.2,Premium Fleet,Mangalore,Completed,Good,D4704,Cloudy,22.5,76.0,26.32,Healthy
EV4705,Tata Curvv EV,Tata,2023,55,91.8,2038-11-25 08:00:00,2038-11-25 08:32:00,0.53,Belagavi Station 1,Fast,28,27.8,261.0,333.6,Eco Drive,Belagavi,Completed,Good,D4705,Sunny,22.5,76.0,26.32,Healthy
EV4706,Tata Punch EV,Tata,2023,35,91.0,2038-11-26 06:30:00,2038-11-26 07:42:00,1.2,Mangalore Station 2,Normal,35,22.1,210.0,265.2,EV Fleet India,Mangalore,Completed,Good,D4706,Rainy,22.5,76.0,26.32,Healthy
EV4707,Hyundai Kona EV,Hyundai,2023,39,90.4,2038-11-27 20:30:00,2038-11-27 21:09:00,0.65,Mysore Station 2,Normal,38,10.6,278.0,127.2,Green Mobility,Mysore,Completed,Good,D4707,Cloudy,22.5,76.0,26.32,Healthy
EV4708,MG Comet EV,MG,2023,17,93.4,2038-11-28 09:30:00,2038-11-28 09:34:00,0.07,Hubli Station 2,Fast,35,5.9,78.0,70.8,Premium Fleet,Hubli,Completed,Good,D4708,Rainy,22.5,76.0,26.32,Healthy
EV4709,Hyundai Kona EV,Hyundai,2023,39,90.3,2038-11-29 06:00:00,2038-11-29 06:19:00,0.32,Bangalore Station 2,Fast,30,9.3,225.0,111.6,City EV,Bangalore,Completed,Good,D4709,Rainy,22.5,76.0,26.32,Healthy
EV4710,BYD Seal,BYD,2023,82,90.7,2038-11-30 22:00:00,2038-11-30 22:37:00,0.62,Hubli Station 2,Fast,38,34.3,181.0,411.6,Eco Drive,Hubli,Completed,Good,D4710,Rainy,22.5,76.0,26.32,Healthy
EV4711,Tata Curvv EV,Tata,2023,55,90.3,2038-12-01 19:00:00,2038-12-01 19:27:00,0.45,Belagavi Station 2,Fast,33,22.4,284.0,268.8,EV Fleet India,Belagavi,Completed,Good,D4711,Sunny,22.5,76.0,26.32,Healthy
